id,name,type,timestamp,severity,description,source,related_assets,related_attacks
event-00191,Panne Système - 191,Panne Système,2025-07-18T03:23:00Z,medium,Panne système: Serveur hors ligne.,suricata,"IT-06086, IT-02485",
event-00192,Maintenance - 192,Maintenance,2025-12-23T00:06:00Z,low,Maintenance planifiée: Sauvegarde des données.,apache,IT-08767,
event-00193,Alerte - 193,Alerte,2025-08-07T09:23:00Z,high,Alerte générée: Scan de port.,manual,IT-00690,T9470
event-00194,Maintenance - 194,Maintenance,2025-03-15T16:45:00Z,high,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-09972, IT-08811",
event-00195,Maintenance - 195,Maintenance,2025-04-23T02:05:00Z,high,Maintenance planifiée: Mise à jour du serveur.,sysmon,"IT-01868, IT-03736",
event-00196,Incident - 196,Incident,2025-09-24T04:02:00Z,critical,Incident détecté: Trafic réseau anormal.,manual,"IT-05542, IT-01459",T1959
event-00197,Panne Système - 197,Panne Système,2025-06-03T23:47:00Z,low,Panne système: Base de données inaccessible.,manual,IT-00535,
event-00198,Maintenance - 198,Maintenance,2025-09-23T15:38:00Z,low,Maintenance planifiée: Mise à jour du serveur.,manual,IT-08200,
event-00199,Incident - 199,Incident,2025-08-11T08:30:00Z,medium,Incident détecté: Exécution de commande suspecte.,apache,IT-06425,CVE-2025-2298
event-00200,Incident - 200,Incident,2025-09-28T10:08:00Z,high,Incident détecté: Accès non autorisé.,firewall,IT-01362,CVE-2021-1956
event-00201,Panne Système - 201,Panne Système,2025-07-25T21:47:00Z,low,Panne système: Réseau indisponible.,apache,"IT-00983, IT-00155",
event-00202,Incident - 202,Incident,2025-06-10T14:40:00Z,low,Incident détecté: Accès non autorisé.,sysmon,IT-03942,T8762
event-00203,Panne Système - 203,Panne Système,2025-05-27T14:13:00Z,critical,Panne système: Serveur hors ligne.,sysmon,"IT-01793, IT-06064",
event-00204,Alerte - 204,Alerte,2025-06-17T19:36:00Z,critical,Alerte générée: Requête SQL suspecte.,suricata,IT-04302,T1967
event-00205,Alerte - 205,Alerte,2025-07-01T11:44:00Z,high,Alerte générée: Requête SQL suspecte.,suricata,IT-04553,CVE-2024-6369
event-00206,Panne Système - 206,Panne Système,2025-09-11T06:06:00Z,medium,Panne système: Base de données inaccessible.,manual,IT-09821,
event-00207,Alerte - 207,Alerte,2025-08-08T04:22:00Z,medium,Alerte générée: Requête SQL suspecte.,firewall,IT-05180,CVE-2021-3286
event-00208,Maintenance - 208,Maintenance,2025-11-02T13:55:00Z,high,Maintenance planifiée: Sauvegarde des données.,firewall,"IT-03295, IT-09914",
event-00209,Alerte - 209,Alerte,2025-11-07T20:04:00Z,medium,Alerte générée: Requête SQL suspecte.,suricata,IT-00760,T5805
event-00210,Incident - 210,Incident,2025-10-09T15:01:00Z,medium,Incident détecté: Accès non autorisé.,apache,IT-04744,CVE-2023-3529
event-00211,Maintenance - 211,Maintenance,2025-10-27T00:32:00Z,medium,Maintenance planifiée: Sauvegarde des données.,firewall,"IT-03301, IT-03205",
event-00212,Alerte - 212,Alerte,2025-12-17T23:21:00Z,medium,Alerte générée: Requête SQL suspecte.,suricata,IT-09450,T9202
event-00213,Incident - 213,Incident,2025-04-20T11:23:00Z,critical,Incident détecté: Trafic réseau anormal.,apache,IT-01117,CVE-2023-6002
event-00214,Incident - 214,Incident,2025-10-13T13:50:00Z,medium,Incident détecté: Trafic réseau anormal.,firewall,IT-06816,T1126
event-00215,Alerte - 215,Alerte,2025-07-14T15:21:00Z,high,Alerte générée: Scan de port.,suricata,IT-06080,CVE-2024-3145
event-00216,Incident - 216,Incident,2025-11-16T13:27:00Z,medium,Incident détecté: Exécution de commande suspecte.,firewall,"IT-03151, IT-07098",CVE-2021-3717
event-00217,Alerte - 217,Alerte,2025-02-02T06:43:00Z,critical,Alerte générée: Tentative de brute-force.,firewall,IT-09003,CVE-2020-8062
event-00218,Incident - 218,Incident,2025-04-15T15:21:00Z,critical,Incident détecté: Trafic réseau anormal.,firewall,IT-04116,T9225
event-00219,Maintenance - 219,Maintenance,2025-11-29T17:21:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,suricata,"IT-06914, IT-06606",
event-00220,Panne Système - 220,Panne Système,2025-12-18T21:22:00Z,critical,Panne système: Réseau indisponible.,firewall,IT-02154,
event-00221,Alerte - 221,Alerte,2025-03-04T15:04:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,"IT-04703, IT-07072",T2929
event-00222,Incident - 222,Incident,2025-01-07T15:26:00Z,medium,Incident détecté: Exécution de commande suspecte.,manual,"IT-03047, IT-09657",T1882
event-00223,Panne Système - 223,Panne Système,2025-04-09T09:29:00Z,medium,Panne système: Base de données inaccessible.,manual,"IT-09811, IT-04831",
event-00224,Maintenance - 224,Maintenance,2025-05-11T05:16:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,firewall,"IT-03886, IT-06197",
event-00225,Incident - 225,Incident,2025-04-07T02:00:00Z,critical,Incident détecté: Exécution de commande suspecte.,manual,"IT-04013, IT-08524",CVE-2024-5694
event-00226,Maintenance - 226,Maintenance,2025-03-05T00:12:00Z,low,Maintenance planifiée: Mise à jour du serveur.,manual,IT-02905,
event-00227,Alerte - 227,Alerte,2025-09-05T19:26:00Z,high,Alerte générée: Scan de port.,suricata,IT-09475,CVE-2025-9062
event-00228,Maintenance - 228,Maintenance,2025-03-18T00:58:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,IT-07853,
event-00229,Alerte - 229,Alerte,2025-08-19T05:10:00Z,high,Alerte générée: Scan de port.,suricata,"IT-05393, IT-04737",T6869
event-00230,Panne Système - 230,Panne Système,2025-07-28T11:37:00Z,high,Panne système: Réseau indisponible.,manual,IT-07022,
event-00231,Maintenance - 231,Maintenance,2025-05-30T04:41:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-08317,
event-00232,Maintenance - 232,Maintenance,2025-07-28T22:28:00Z,critical,Maintenance planifiée: Sauvegarde des données.,apache,"IT-09155, IT-02235",
event-00233,Incident - 233,Incident,2025-05-25T19:19:00Z,high,Incident détecté: Accès non autorisé.,apache,"IT-02016, IT-00190",CVE-2022-6242
event-00234,Incident - 234,Incident,2025-12-14T18:17:00Z,low,Incident détecté: Exécution de commande suspecte.,firewall,"IT-05196, IT-07672",CVE-2020-8189
event-00235,Attaque Détectée - 235,Attaque Détectée,2026-01-01T15:11:00Z,high,Attaque détectée: Attaque par force brute.,sysmon,IT-06240,CVE-2024-7695
event-00236,Attaque Détectée - 236,Attaque Détectée,2025-09-25T14:17:00Z,low,Attaque détectée: Attaque par force brute.,sysmon,IT-05233,CVE-2025-8137
event-00237,Panne Système - 237,Panne Système,2025-04-10T07:49:00Z,critical,Panne système: Réseau indisponible.,apache,IT-00069,
event-00238,Incident - 238,Incident,2025-01-18T13:44:00Z,medium,Incident détecté: Accès non autorisé.,manual,"IT-04324, IT-01861",CVE-2022-6242
event-00239,Maintenance - 239,Maintenance,2025-03-28T01:54:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,apache,IT-02516,
event-00240,Panne Système - 240,Panne Système,2025-05-12T02:22:00Z,medium,Panne système: Réseau indisponible.,manual,"IT-03887, IT-00349",
event-00241,Attaque Détectée - 241,Attaque Détectée,2025-11-18T18:04:00Z,medium,Attaque détectée: Attaque par force brute.,suricata,"IT-01004, IT-05919",CVE-2024-8848
event-00242,Maintenance - 242,Maintenance,2025-07-28T07:13:00Z,low,Maintenance planifiée: Redémarrage du réseau.,apache,IT-09465,
event-00243,Attaque Détectée - 243,Attaque Détectée,2025-09-14T18:13:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-01844, IT-02346",T7135
event-00244,Attaque Détectée - 244,Attaque Détectée,2025-06-04T06:58:00Z,high,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-02203, IT-04520",T3915
event-00245,Attaque Détectée - 245,Attaque Détectée,2025-11-25T20:27:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,manual,IT-06723,T7788
event-00246,Maintenance - 246,Maintenance,2025-07-10T10:16:00Z,medium,Maintenance planifiée: Sauvegarde des données.,manual,"IT-07300, IT-04855",
event-00247,Alerte - 247,Alerte,2025-09-03T04:46:00Z,critical,Alerte générée: Tentative de brute-force.,manual,"IT-06740, IT-09838",T7776
event-00248,Incident - 248,Incident,2025-03-29T21:20:00Z,high,Incident détecté: Trafic réseau anormal.,apache,IT-02336,T5122
event-00249,Incident - 249,Incident,2026-01-01T04:23:00Z,medium,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-08748, IT-03911",T1190
event-00250,Incident - 250,Incident,2025-05-15T03:45:00Z,critical,Incident détecté: Accès non autorisé.,suricata,IT-01004,CVE-2022-1771
event-00251,Alerte - 251,Alerte,2025-08-19T12:59:00Z,critical,Alerte générée: Scan de port.,manual,IT-05403,CVE-2023-4232
event-00252,Attaque Détectée - 252,Attaque Détectée,2025-09-21T01:33:00Z,critical,Attaque détectée: Attaque par force brute.,firewall,"IT-07983, IT-08533",T3181
event-00253,Maintenance - 253,Maintenance,2025-11-07T13:58:00Z,high,Maintenance planifiée: Sauvegarde des données.,apache,"IT-00477, IT-03244",
event-00254,Alerte - 254,Alerte,2025-04-20T05:04:00Z,critical,Alerte générée: Scan de port.,suricata,IT-02988,T3107
event-00255,Attaque Détectée - 255,Attaque Détectée,2025-03-28T11:32:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,apache,IT-09142,T9458
event-00256,Alerte - 256,Alerte,2025-11-08T05:34:00Z,medium,Alerte générée: Tentative de brute-force.,sysmon,IT-09766,T3855
event-00257,Alerte - 257,Alerte,2025-06-25T07:37:00Z,low,Alerte générée: Requête SQL suspecte.,manual,"IT-00435, IT-05849",CVE-2023-1982
event-00258,Incident - 258,Incident,2025-08-21T14:25:00Z,medium,Incident détecté: Exécution de commande suspecte.,suricata,IT-04926,CVE-2022-6900
event-00259,Alerte - 259,Alerte,2025-11-30T20:20:00Z,high,Alerte générée: Requête SQL suspecte.,suricata,IT-00024,T7087
event-00260,Attaque Détectée - 260,Attaque Détectée,2025-08-17T01:51:00Z,low,Attaque détectée: Tentative de ZeroLogon.,firewall,IT-06580,T3260
event-00261,Maintenance - 261,Maintenance,2025-08-20T22:08:00Z,high,Maintenance planifiée: Sauvegarde des données.,manual,IT-06658,
event-00262,Incident - 262,Incident,2025-04-29T13:39:00Z,critical,Incident détecté: Accès non autorisé.,suricata,"IT-03839, IT-04774",CVE-2023-9047
event-00263,Incident - 263,Incident,2025-11-14T20:13:00Z,low,Incident détecté: Exécution de commande suspecte.,sysmon,IT-08715,CVE-2025-9502
event-00264,Alerte - 264,Alerte,2025-08-13T13:21:00Z,critical,Alerte générée: Tentative de brute-force.,sysmon,"IT-09176, IT-07082",T9076
event-00265,Maintenance - 265,Maintenance,2025-03-30T22:10:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,apache,IT-09430,
event-00266,Panne Système - 266,Panne Système,2025-11-01T21:39:00Z,critical,Panne système: Serveur hors ligne.,firewall,"IT-02546, IT-01586",
event-00267,Maintenance - 267,Maintenance,2025-02-03T17:28:00Z,high,Maintenance planifiée: Sauvegarde des données.,apache,IT-04575,
event-00268,Panne Système - 268,Panne Système,2025-05-02T00:52:00Z,medium,Panne système: Base de données inaccessible.,firewall,IT-07645,
event-00269,Alerte - 269,Alerte,2025-10-17T12:34:00Z,medium,Alerte générée: Scan de port.,manual,IT-02676,T8272
event-00270,Attaque Détectée - 270,Attaque Détectée,2025-03-07T10:07:00Z,critical,Attaque détectée: Attaque par force brute.,suricata,IT-02365,CVE-2023-5303
event-00271,Maintenance - 271,Maintenance,2025-01-06T14:22:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-03804, IT-09921",
event-00272,Incident - 272,Incident,2025-05-15T11:47:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,IT-07500,CVE-2025-7522
event-00273,Attaque Détectée - 273,Attaque Détectée,2025-05-04T11:28:00Z,medium,Attaque détectée: Attaque par force brute.,firewall,IT-03176,T1306
event-00274,Alerte - 274,Alerte,2025-02-28T10:42:00Z,low,Alerte générée: Scan de port.,firewall,"IT-07587, IT-04390",T3449
event-00275,Attaque Détectée - 275,Attaque Détectée,2025-03-12T15:20:00Z,low,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-06862, IT-07795",CVE-2024-6460
event-00276,Panne Système - 276,Panne Système,2025-10-17T16:20:00Z,medium,Panne système: Base de données inaccessible.,suricata,"IT-09905, IT-02605",
event-00277,Incident - 277,Incident,2026-01-01T08:34:00Z,critical,Incident détecté: Trafic réseau anormal.,apache,IT-01133,CVE-2020-6664
event-00278,Maintenance - 278,Maintenance,2025-10-22T03:00:00Z,low,Maintenance planifiée: Redémarrage du réseau.,sysmon,IT-06886,
event-00279,Incident - 279,Incident,2025-06-24T21:26:00Z,medium,Incident détecté: Accès non autorisé.,apache,IT-08084,CVE-2023-5545
event-00280,Alerte - 280,Alerte,2025-11-07T11:40:00Z,medium,Alerte générée: Requête SQL suspecte.,apache,"IT-04905, IT-00587",T1882
event-00281,Panne Système - 281,Panne Système,2025-01-10T12:43:00Z,low,Panne système: Base de données inaccessible.,suricata,IT-06011,
event-00282,Attaque Détectée - 282,Attaque Détectée,2025-02-19T00:31:00Z,medium,Attaque détectée: Attaque par force brute.,manual,"IT-09891, IT-03126",T8864
event-00283,Alerte - 283,Alerte,2025-05-17T09:32:00Z,medium,Alerte générée: Requête SQL suspecte.,sysmon,IT-01039,T9258
event-00284,Attaque Détectée - 284,Attaque Détectée,2025-09-01T09:41:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-08848, IT-01673",T9920
event-00285,Panne Système - 285,Panne Système,2025-01-07T23:59:00Z,high,Panne système: Serveur hors ligne.,sysmon,"IT-01489, IT-07452",
event-00286,Attaque Détectée - 286,Attaque Détectée,2025-03-06T18:16:00Z,low,Attaque détectée: Tentative de ZeroLogon.,apache,IT-08574,T3994
event-00287,Maintenance - 287,Maintenance,2025-04-24T17:21:00Z,low,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-07394,
event-00288,Alerte - 288,Alerte,2025-11-30T14:37:00Z,medium,Alerte générée: Scan de port.,manual,"IT-01402, IT-04694",T1059
event-00289,Attaque Détectée - 289,Attaque Détectée,2025-04-19T04:57:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-02883, IT-07583",T5829
event-00290,Incident - 290,Incident,2025-07-10T03:09:00Z,high,Incident détecté: Accès non autorisé.,apache,IT-08843,T8446
event-00291,Alerte - 291,Alerte,2025-10-14T17:37:00Z,medium,Alerte générée: Requête SQL suspecte.,firewall,"IT-04504, IT-07509",CVE-2022-5269
event-00292,Attaque Détectée - 292,Attaque Détectée,2025-10-13T07:56:00Z,low,Attaque détectée: Exploitation de Log4Shell.,manual,IT-05281,CVE-2020-2995
event-00293,Panne Système - 293,Panne Système,2025-01-25T04:35:00Z,high,Panne système: Serveur hors ligne.,apache,"IT-09827, IT-02244",
event-00294,Attaque Détectée - 294,Attaque Détectée,2025-08-12T16:51:00Z,high,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-09863, IT-02930",CVE-2023-4393
event-00295,Maintenance - 295,Maintenance,2025-12-18T19:51:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,sysmon,"IT-09447, IT-02664",
event-00296,Maintenance - 296,Maintenance,2025-09-03T07:30:00Z,low,Maintenance planifiée: Redémarrage du réseau.,firewall,"IT-04571, IT-09233",
event-00297,Maintenance - 297,Maintenance,2025-09-24T22:15:00Z,high,Maintenance planifiée: Redémarrage du réseau.,apache,IT-03297,
event-00298,Attaque Détectée - 298,Attaque Détectée,2025-04-18T03:41:00Z,critical,Attaque détectée: Attaque par force brute.,suricata,"IT-04567, IT-08487",T9470
event-00299,Panne Système - 299,Panne Système,2025-08-09T01:49:00Z,critical,Panne système: Serveur hors ligne.,manual,"IT-07967, IT-06432",
event-00300,Incident - 300,Incident,2025-02-03T20:16:00Z,low,Incident détecté: Trafic réseau anormal.,suricata,"IT-04943, IT-07517",T1523
event-00301,Panne Système - 301,Panne Système,2025-11-26T19:21:00Z,critical,Panne système: Réseau indisponible.,suricata,"IT-07197, IT-05652",
event-00302,Alerte - 302,Alerte,2025-01-07T11:07:00Z,medium,Alerte générée: Tentative de brute-force.,suricata,"IT-04468, IT-07628",T4504
event-00303,Alerte - 303,Alerte,2025-02-14T20:25:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,"IT-02512, IT-02968",CVE-2024-3444
event-00304,Panne Système - 304,Panne Système,2025-11-11T06:21:00Z,medium,Panne système: Base de données inaccessible.,apache,IT-05290,
event-00305,Incident - 305,Incident,2025-12-19T12:49:00Z,high,Incident détecté: Exécution de commande suspecte.,manual,"IT-00482, IT-09975",CVE-2025-2628
event-00306,Panne Système - 306,Panne Système,2025-12-16T23:13:00Z,low,Panne système: Base de données inaccessible.,suricata,"IT-07880, IT-02237",
event-00307,Attaque Détectée - 307,Attaque Détectée,2025-04-12T21:04:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,apache,IT-05899,T6912
event-00308,Incident - 308,Incident,2025-12-31T14:54:00Z,low,Incident détecté: Accès non autorisé.,suricata,IT-01027,T1013
event-00309,Incident - 309,Incident,2025-05-30T04:02:00Z,critical,Incident détecté: Trafic réseau anormal.,manual,IT-04130,CVE-2020-7359
event-00310,Panne Système - 310,Panne Système,2025-11-26T00:14:00Z,low,Panne système: Base de données inaccessible.,sysmon,"IT-05299, IT-05042",
event-00311,Attaque Détectée - 311,Attaque Détectée,2025-11-05T22:47:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,manual,IT-08219,CVE-2023-3529
event-00312,Incident - 312,Incident,2025-07-15T12:37:00Z,medium,Incident détecté: Exécution de commande suspecte.,suricata,IT-05936,CVE-2023-2350
event-00313,Panne Système - 313,Panne Système,2025-02-04T17:00:00Z,low,Panne système: Réseau indisponible.,apache,IT-02239,
